Date,High,Low,Open,Close,Volume,Adj Close
2018-01-01,522.25,515.0,518.8499755859375,516.7750244140625,5431340.0,455.4305419921875
2018-01-02,521.0,511.5,518.625,514.8499755859375,6112248.0,453.7340087890625
2018-01-03,515.7999877929688,509.29998779296875,514.25,510.6499938964844,6846552.0,450.0325927734375
2018-01-04,510.5,504.79998779296875,510.5,507.70001220703125,8947614.0,447.4328308105469
2018-01-05,513.2000122070312,503.0,507.6499938964844,506.0,11025976.0,445.93463134765625
2018-01-08,519.5,510.0249938964844,512.4500122070312,518.0250244140625,5594690.0,456.5321350097656
2018-01-09,522.4500122070312,514.4500122070312,520.0,520.6749877929688,9948236.0,458.8675231933594
2018-01-10,528.0,516.5250244140625,523.4000244140625,526.125,9468634.0,463.6706848144531
2018-01-11,541.7000122070312,527.625,527.625,537.9000244140625,16775298.0,474.0478515625
2018-01-12,542.9500122070312,535.2750244140625,542.9000244140625,539.2249755859375,18016528.0,475.21551513671875
2018-01-15,546.4749755859375,532.5499877929688,540.0,540.5750122070312,10649250.0,476.4052734375
2018-01-16,567.4000244140625,540.625,540.625,561.4249877929688,22646966.0,494.7803039550781
2018-01-17,580.9000244140625,561.5,562.4249877929688,576.0499877929688,26154088.0,507.6691589355469
2018-01-18,582.4500122070312,566.0499877929688,572.5,576.3499755859375,13204970.0,507.9335632324219
2018-01-19,573.9500122070312,568.0,572.5,571.7249755859375,5988278.0,503.8575744628906
2018-01-22,578.4749755859375,566.0,566.0750122070312,575.0,9650214.0,506.743896484375
2018-01-23,594.0,577.5,577.5,588.5499877929688,15403796.0,518.6854248046875
2018-01-24,610.5250244140625,583.75,587.4000244140625,592.9000244140625,20604718.0,522.51904296875
2018-01-25,591.7000122070312,581.125,591.0,587.7000122070312,13548914.0,517.9364013671875
2018-01-29,598.125,582.5999755859375,583.2750244140625,591.4500122070312,10823002.0,521.2411499023438
2018-01-30,591.5499877929688,581.3499755859375,589.4500122070312,585.3250122070312,8628312.0,515.84326171875
2018-01-31,583.2999877929688,571.0750122070312,579.5750122070312,575.125,9213698.0,506.85400390625
2018-02-01,578.9500122070312,559.2750244140625,571.0999755859375,572.2999877929688,13005454.0,504.36431884765625
2018-02-02,581.4500122070312,565.0499877929688,567.625,571.625,10244486.0,503.7695617675781
2018-02-05,577.4249877929688,567.9249877929688,570.0,569.0999755859375,9860220.0,501.544189453125
2018-02-06,564.1749877929688,547.5750122070312,549.9749755859375,553.875,10552078.0,488.1265563964844
2018-02-07,562.4000244140625,551.7750244140625,558.0,554.5250244140625,8342056.0,488.6994323730469
2018-02-08,573.2000122070312,558.2750244140625,561.4000244140625,567.125,8807244.0,499.8037109375
2018-02-09,560.1500244140625,553.0,559.0,554.5750122070312,4382690.0,488.74346923828125
2018-02-12,560.2999877929688,548.9000244140625,557.4000244140625,551.4000244140625,6291972.0,485.9454040527344
2018-02-14,558.6500244140625,545.0999755859375,553.0,548.875,8345712.0,483.719970703125
2018-02-15,564.8499755859375,551.5,551.5,557.2249755859375,7986736.0,491.0788269042969
2018-02-16,570.8250122070312,559.0499877929688,562.5,564.0250244140625,9889222.0,497.07171630859375
2018-02-19,568.0,560.1500244140625,564.2000122070312,565.875,6461840.0,498.7020568847656
2018-02-20,574.75,551.875,551.875,568.4749755859375,7188594.0,500.9933776855469
2018-02-21,575.9500122070312,570.0,573.75,573.7000122070312,13771358.0,505.59814453125
2018-02-22,582.0,570.2249755859375,572.7750244140625,580.375,17859974.0,511.48089599609375
2018-02-23,583.0,573.375,581.75,577.8250122070312,9459828.0,509.2335205078125
2018-02-26,577.5250244140625,567.1749877929688,575.5,569.2999877929688,5083608.0,501.72052001953125
2018-02-27,576.8250122070312,562.8250122070312,572.4749755859375,575.0999755859375,6616026.0,506.8319396972656
2018-02-28,594.75,571.2750244140625,573.7999877929688,586.2999877929688,17268416.0,516.7025146484375
2018-03-01,584.7999877929688,578.0250244140625,584.7999877929688,580.375,6579852.0,511.48089599609375
2018-03-05,585.4000244140625,571.625,580.375,577.9500122070312,8101456.0,509.34368896484375
2018-03-06,582.7000122070312,571.7999877929688,581.2750244140625,575.6749877929688,6689734.0,507.3387451171875
2018-03-07,580.0,569.0250244140625,577.5,572.0499877929688,6370416.0,504.1440734863281
2018-03-08,582.9000244140625,574.5,574.5,578.3250122070312,6093014.0,509.6741638183594
2018-03-09,583.0,577.7750244140625,581.1749877929688,581.7000122070312,4220964.0,512.6484985351562
2018-03-12,595.9249877929688,585.875,588.0,592.875,7676970.0,522.4968872070312
2018-03-13,598.5,587.5750122070312,590.0999755859375,591.9000244140625,8581052.0,521.6377563476562
2018-03-14,595.2999877929688,584.5499877929688,590.0,590.4000244140625,4429710.0,520.3157958984375
2018-03-15,594.2000122070312,586.0,590.0,591.25,6101500.0,521.0648803710938
2018-03-16,591.2000122070312,584.625,591.0,585.9500122070312,17954826.0,516.3941040039062
2018-03-19,590.25,571.3250122070312,582.0,573.375,7526620.0,505.3116760253906
2018-03-20,585.0,574.2999877929688,574.2999877929688,582.2750244140625,8553766.0,513.1553344726562
2018-03-21,587.75,581.0999755859375,585.0,583.75,7692994.0,514.4552001953125
2018-03-22,588.7249755859375,577.6500244140625,582.25,580.6500244140625,6813168.0,511.72314453125
2018-03-23,586.9000244140625,571.1749877929688,573.5,583.7999877929688,12008084.0,514.4992065429688
2018-03-26,583.4500122070312,572.0,583.4500122070312,577.625,8930722.0,509.0572814941406
2018-03-27,580.6500244140625,575.0499877929688,580.0,577.0,3802088.0,508.50640869140625
2018-03-28,575.375,563.125,575.375,565.9000244140625,12558322.0,498.72412109375
2018-04-02,574.7750244140625,560.6500244140625,570.5,568.5750122070312,8072702.0,501.0815734863281
2018-04-03,571.7750244140625,564.0499877929688,567.3499755859375,570.2249755859375,4077168.0,502.5356140136719
2018-04-04,572.2750244140625,560.0,572.0,562.0999755859375,4813302.0,495.3751525878906
2018-04-05,575.6500244140625,564.5499877929688,569.7750244140625,573.7750244140625,7763544.0,505.664306640625
2018-04-06,573.0,561.0499877929688,571.5,563.5,5937742.0,496.6089172363281
2018-04-09,562.9000244140625,553.2750244140625,562.5,555.625,7202882.0,489.66888427734375
2018-04-10,562.25,552.7000122070312,556.0,556.7000122070312,8926058.0,490.61614990234375
2018-04-11,565.75,558.25,559.0,562.125,9025574.0,495.397216796875
2018-04-12,586.375,562.5,564.7249755859375,581.2999877929688,17044366.0,512.2959594726562
2018-04-13,592.9500122070312,575.125,587.0,585.7249755859375,21227038.0,516.1957397460938
2018-04-16,570.0,551.0,551.0,566.5999755859375,24745084.0,499.34100341796875
2018-04-17,563.7000122070312,557.5,563.5,562.5999755859375,10397940.0,495.8157958984375
2018-04-18,567.375,556.9249877929688,561.4249877929688,562.9749755859375,10430380.0,496.1463317871094
2018-04-19,569.9000244140625,561.5499877929688,562.0,566.4249877929688,8525542.0,499.18670654296875
2018-04-20,596.8499755859375,568.4749755859375,569.5,589.2249755859375,24272692.0,519.2802124023438
2018-04-23,607.2000122070312,577.625,584.0,593.8499755859375,21830638.0,523.3562622070312
2018-04-24,598.2000122070312,575.0499877929688,592.5,577.25,8526216.0,508.726806640625
2018-04-25,585.5,572.5999755859375,576.0,580.1749877929688,11594178.0,511.3044738769531
2018-04-26,590.8250122070312,580.0,587.0,588.2249755859375,11302084.0,518.3990478515625
2018-04-27,595.7999877929688,587.0999755859375,590.0,592.5999755859375,7663370.0,522.254638671875
2018-04-30,603.9749755859375,590.3250122070312,590.8499755859375,599.75,5511678.0,528.5558471679688
2018-05-02,600.7999877929688,590.5,599.4500122070312,598.5250244140625,10295042.0,527.4763793945312
2018-05-03,602.3499755859375,588.0499877929688,598.625,591.2750244140625,5332230.0,521.0869750976562
2018-05-04,593.0,577.5,592.5,586.5499877929688,6023368.0,516.9227294921875
2018-05-07,595.0,587.75,590.625,591.5,4638960.0,521.2852172851562
2018-05-08,588.9500122070312,580.5250244140625,588.9500122070312,582.7750244140625,5718556.0,513.5958862304688
2018-05-09,588.4500122070312,581.5,583.75,585.3499755859375,3783504.0,515.865234375
2018-05-10,591.5,581.4249877929688,588.0,584.0,3182862.0,514.675537109375
2018-05-11,591.5999755859375,583.0250244140625,586.1500244140625,590.375,3311706.0,520.2938232421875
2018-05-14,595.75,585.0,592.1749877929688,594.6500244140625,4432094.0,524.0614013671875
2018-05-15,604.0,594.0499877929688,594.0499877929688,597.2750244140625,5611974.0,526.3746337890625
2018-05-16,599.0,592.25,593.625,594.9749755859375,6205004.0,524.3477172851562
2018-05-17,598.7249755859375,586.7750244140625,598.0,591.4500122070312,9519598.0,521.2411499023438
2018-05-18,593.2750244140625,586.5,591.5,591.5999755859375,7139660.0,521.3733520507812
2018-05-21,594.2000122070312,585.0,589.7750244140625,589.75,8475320.0,519.742919921875
2018-05-22,599.0,586.9500122070312,587.5,596.9249877929688,5636804.0,526.0662841796875
2018-05-23,603.8250122070312,590.75,597.5,592.4500122070312,9538442.0,522.1224365234375
2018-05-24,613.7750244140625,599.0,599.0,610.5,9740570.0,538.0297241210938
2018-05-25,624.3250122070312,610.4000244140625,615.0499877929688,614.1500244140625,8901438.0,541.2466430664062
2018-05-28,616.2999877929688,603.0,615.5,607.2000122070312,5739794.0,535.12158203125
